facid,facname,fac_type_code,city,county_name,capacity,latitude,longitude,zip,license_status_description
630025833,ALWAYS SUNNY HOME HEALTH,HHA,NORTH HOLLYWOOD,LOS ANGELES,0,34.186446,-118.40454,91606,ACTIVE
630025834,YOUR BEST CARE INC,HHA,BURBANK,LOS ANGELES,0,34.175601,-118.299123,91502,ACTIVE
630025836,"PEAK HOME HEALTH, INC.",HHA,GLENDALE,LOS ANGELES,0,34.15383,-118.255491,91203,ACTIVE
630025839,"OLIVET HOME HEALTH, INC.",HHA,SANTA ANA,ORANGE,0,33.76044001,-117.840577,92705,ACTIVE
630025840,"LIMED HEALTH CARE, INC.",HHA,PASADENA,LOS ANGELES,0,34.146126,-118.1450295,91101,ACTIVE
630025841,"SUBLIME HOME HEALTH CARE, INC.",HHA,NORTHRIDGE,LOS ANGELES,0,34.22955857,-118.5360311,91324,ACTIVE
630025842,STARLIGHT HOME HEALTH INC,HHA,PASADENA,LOS ANGELES,0,34.148529,-118.0992195,91107,ACTIVE
630025843,UNITED STAR HOME HEALTH CARE,HHA,VAN NUYS,LOS ANGELES,0,34.188462,-118.4502195,91411,ACTIVE
630025844,"FIRST CHOICE HOME CARE, INC",HHA,STUDIO CITY,LOS ANGELES,0,34.139952,-118.3778775,91604,ACTIVE
630025847,"PALM VALLEY SURGICAL CENTER, INC",ASC,PALM DESERT,RIVERSIDE,0,33.729309,-116.397477,92260,
630025848,PURE AND GENTLE TOUCH HOME HEALTH,HHA,BURBANK,LOS ANGELES,0,34.1762902,-118.3210209,91506,ACTIVE
630025849,HOME DIALYSIS THERAPIES OF SAN DIEGO,ESRD,VISTA,SAN DIEGO,0,33.183459,-117.282906,92081,
630025850,SILVERLINE HOME HEALTH,HHA,SIMI VALLEY,VENTURA,0,34.270992,-118.765494,93065,ACTIVE
630025852,"HONOLULU HOME HEALTH, INC.",HHA,GLENDALE,LOS ANGELES,0,34.21352702,-118.243784,91214,ACTIVE
630025853,"AVIVA HEALTH SERVICES, INC.",HHA,VALLEY VILLAGE,LOS ANGELES,0,34.157448,-118.4104755,91607,ACTIVE
630025855,BAY HOME HEALTH CARE,HHA,SAN FRANCISCO,SAN FRANCISCO,0,37.74528,-122.40252,94124,ACTIVE
630025856,SIX HARMONY HOME HEALTH CARE INC.,HHA,VAN NUYS,LOS ANGELES,0,34.203663,-118.4659965,91405,ACTIVE
630025857,PALM SPRINGS HOME HEALTH NURSES INC,HHA,RANCHO MIRAGE,RIVERSIDE,0,33.773013,-116.446968,92270,ACTIVE
630025858,EDGEWOOD HOME HEALTH CARE INC,HHA,VAN NUYS,LOS ANGELES,0,34.203663,-118.4659965,91405,ACTIVE
630025860,"WELL CARE HOME HEALTH, INC.",HHA,SIMI VALLEY,VENTURA,0,34.27126802,-118.765365,93065,ACTIVE
630025861,"DAH HOME CARE, INC.",HHA,BURBANK,LOS ANGELES,0,34.165341,-118.314144,91506,ACTIVE
630025862,PRESTIGE HEALTHCARE SERVICES,HHA,FOUNTAIN VALLEY,ORANGE,0,33.715728,-117.962469,92708,ACTIVE
630025863,SPRING HOME HEALTH SERVICES,HHA,VAN NUYS,LOS ANGELES,0,34.193304,-118.449036,91405,ACTIVE
630025864,"TBL HOME HEALTH CARE, INC.",HHA,WINNETKA,LOS ANGELES,0,34.201296,-118.5631335,91306,ACTIVE
630025865,SEASONED HOME HEALTH,HHA,VAN NUYS,LOS ANGELES,0,34.193304,-118.449036,91405,ACTIVE
630025866,"LS HOME HEALTH CARE, INC",HHA,VAN NUYS,LOS ANGELES,0,34.185816,-118.4503365,91411,ACTIVE
630025867,GALEN HOME HEALTH CARE INC.,HHA,VAN NUYS,LOS ANGELES,0,34.201026,-118.4409495,91405,ACTIVE
630025869,"GROVE HOME HEALTH, INC.",HHA,SUNLAND,LOS ANGELES,0,34.262163,-118.320318,91040,ACTIVE
630025870,"MVE HOME HEALTH CARE, LLC",HHA,LA HABRA,ORANGE,0,33.924969,-117.9252945,90631,ACTIVE
630025871,TOLUCA LAKE HOME HEALTH INC,HHA,NORTH HOLLYWOOD,LOS ANGELES,0,34.152372,-118.3524705,91602,ACTIVE
630025872,PRIORITY HOME HEALTH INC,HHA,GLENDALE,LOS ANGELES,0,34.146576,-118.252953,91205,ACTIVE
630025873,QUICLINICS MEDICAL PARTNERS,COMTYC,SAN BERNARDINO,SAN BERNARDINO,0,34.105113,-117.2922885,92401,ACTIVE
630025874,BEST SERENE HOME HEALTH INC,HHA,MONTCLAIR,SAN BERNARDINO,0,34.080903,-117.6967665,91763,ACTIVE
630025875,HELPING HANDS HEALTHCARE SERVICES INC,HHA,NORTH HOLLYWOOD,LOS ANGELES,0,34.152372,-118.3524705,91602,ACTIVE
630025877,"VALLEY ONE HOME HEALTH, INC.",HHA,SHERMAN OAKS,LOS ANGELES,0,34.147224,-118.4254245,91423,ACTIVE
630025879,MINDFUL HOME HEALTH,HHA,AGOURA HILLS,LOS ANGELES,0,34.143444,-118.751931,91301,ACTIVE
630025883,FULL SERVICE HOME HEALTH,HHA,GLENDORA,LOS ANGELES,0,34.128261,-117.871146,91740,ACTIVE
630025884,RIGHT STEP HOME HEALTH,HHA,VAN NUYS,LOS ANGELES,0,34.188849,-118.449882,91411,ACTIVE
630025887,APLA HEALTH - 3741 S. LA BREA AVE.,COMTYC,LOS ANGELES,LOS ANGELES,0,34.018605,-118.3562505,90016,ACTIVE
630025888,"MISSION CITY COMMUNITY NETWORK, INC. - CORONA",COMTYC,CORONA,RIVERSIDE,0,33.874299,-117.5625675,92879,ACTIVE
630025889,SANDERLING DIALYSIS OF CHULA VISTA,ESRD/CDC,CHULA VISTA,SAN DIEGO,17,32.65056,-116.9611335,91914,ACTIVE
630025890,UNIVERSAL COMMUNITY HEALTH CENTER,COMTYC,LOS ANGELES,LOS ANGELES,0,34.027218,-118.257894,90011,ACTIVE
630025891,UNIVERSAL COMMUNITY HEALTH CENTER,COMTYC,LOS ANGELES,LOS ANGELES,0,34.011072,-118.2927825,90037,ACTIVE
630025893,WISE YEARS HOME HEALTH INC,HHA,VAN NUYS,LOS ANGELES,0,34.186203,-118.4490225,91401,ACTIVE
630025894,"HEALTHLINE HOME HEALTH AGENCY, INC.",HHA,GLENDALE,LOS ANGELES,0,34.14529099,-118.25547,91204,ACTIVE
630025895,EL PRIMERO HOME HEALTH CARE INC,HHA,VAN NUYS,LOS ANGELES,0,34.204014,-118.448991,91405,ACTIVE
630025897,SANTA ANI HEALTHCARE,HHA,VAN NUYS,LOS ANGELES,0,34.185789,-118.4502735,91411,ACTIVE
630025898,SERVE YOU WELL HOME HEALTH CARE,HHA,VAN NUYS,LOS ANGELES,0,34.203663,-118.4659965,91405,ACTIVE
630025899,LIFE SOLUTION HEALTHCARE SERVICES,HHA,FOUNTAIN VALLEY,ORANGE,0,33.715728,-117.962469,92708,ACTIVE
630025901,BLUEBERRY HILL HEALTHCARE SERVICES,HHA,SAN BERNARDINO,SAN BERNARDINO,0,34.102359,-117.290943,92401,ACTIVE
630025902,OMNI FAMILY HEALTH,COMTYC,BAKERSFIELD,KERN,0,35.394237,-118.950363,93306,ACTIVE
630025904,STARLINE HOME HEALTH CARE INC,HHA,WINNETKA,LOS ANGELES,0,34.208478,-118.570716,91306,ACTIVE
630025905,HEALTH HUB HOME HEALTH INC,HHA,SHERMAN OAKS,LOS ANGELES,0,34.15316835,-118.4627029,91403,ACTIVE
630025908,GREENLEAF HOME CARE,ICFDDN,ANAHEIM,ORANGE,6,33.841638,-117.978876,92801,ACTIVE
630025909,HANDS ON HANDS CONGREGATE LIVING,CLHF,LA PUENTE,LOS ANGELES,6,34.039962,-117.9898515,91746,ACTIVE
630025910,OSAA HOME HEALTH INC,HHA,GLENDALE,LOS ANGELES,0,34.154298,-118.2555,91203,ACTIVE
630025911,SILVER LINE HEALTH SERVICES,HHA,TORRANCE,LOS ANGELES,0,33.866757,-118.326726,90504,ACTIVE
630025918,PARTNERS CA HOME HEALTH,HHA,RANCHO CUCAMONGA,SAN BERNARDINO,0,34.101216,-117.575325,91730,ACTIVE
630025919,"GLOBE HOME HEALTH, INC.",HHA,LOS ANGELES,LOS ANGELES,0,34.137459,-118.214793,90041,ACTIVE
630025920,LC HOME HEALTH INC,HHA,TORRANCE,LOS ANGELES,0,33.866757,-118.326726,90504,ACTIVE
630025921,LIFE CARE HOME HEALTH,HHA,SAN BERNARDINO,SAN BERNARDINO,0,34.078482,-117.2788459,92408,ACTIVE
630025922,FIRST GUARDIAN HOME HEALTH,HHA,BURBANK,LOS ANGELES,0,34.152363,-118.344627,91505,ACTIVE
630025923,LAKE HOME HEALTH,HHA,VAN NUYS,LOS ANGELES,0,34.186041,-118.4484285,91401,ACTIVE
630025924,NEW DAWN HOME HEALTH,HHA,VAN NUYS,LOS ANGELES,0,34.18626739,-118.4482884,91401,ACTIVE
630025925,"HEALTHY MIND HOME CARE, INC",HHA,GLENDALE,LOS ANGELES,0,34.146576,-118.252953,91205,ACTIVE
630025926,ACTIVE HOME HEALTH,HHA,VAN NUYS,LOS ANGELES,0,34.186041,-118.4484285,91401,ACTIVE
630025927,PREMIER HOME HEALTH OF LA,HHA,BURBANK,LOS ANGELES,0,34.152363,-118.344627,91505,ACTIVE
630025928,HILL HOME HEALTH,HHA,VAN NUYS,LOS ANGELES,0,34.18626739,-118.4482884,91401,ACTIVE
630025929,NOHO BEST HOME HEALTH,HHA,NORTH HOLLYWOOD,LOS ANGELES,0,34.154046,-118.3683195,91602,ACTIVE
630025930,ACCENTCARE HOME HEALTH OF CA - RIVERSIDE BRANCH,HHA,RIVERSIDE,RIVERSIDE,0,33.99858099,-117.371865,92501,ACTIVE
630025931,TRUEMED NORTH BAY,HHA,SANTA ROSA,SONOMA,0,38.437497,-122.7699,95401,ACTIVE
630025932,VALLEY VIEW HOME HEALTH CARE,HHA,VAN NUYS,LOS ANGELES,0,34.188849,-118.449882,91411,ACTIVE
630025933,NORTH PARK FAMILY COUNSELING CENTER,COMTYC,SAN DIEGO,SAN DIEGO,0,32.755545,-117.1416735,92104,ACTIVE
630025935,OASIS CARE HOME HEALTH,HHA,VAN NUYS,LOS ANGELES,0,34.18626739,-118.4482884,91401,ACTIVE
630025936,"AXXIS HOME HEALTH, INC",HHA,WEST COVINA,LOS ANGELES,0,34.073109,-117.8807265,91791,ACTIVE
630025938,"KARE HOME HEALTH, INC",HHA,TARZANA,LOS ANGELES,0,34.1728621,-118.5591211,91356,ACTIVE
630025939,"BIDZ HOME HEALTH CARE, INC",HHA,GLENDALE,LOS ANGELES,0,34.21286899,-118.24319,91214,ACTIVE
630025940,GRAND HOME HEALTH SERVICES,HHA,NORTHRIDGE,LOS ANGELES,0,34.232922,-118.535886,91324,ACTIVE
630025941,"CITIZENS HOME HEALTH, INC.",HHA,NORTH HOLLYWOOD,LOS ANGELES,0,34.154046,-118.3683195,91602,ACTIVE
630025942,WHITE GUARDIAN HOME HEALTH CARE INC,HHA,VAN NUYS,LOS ANGELES,0,34.188849,-118.449882,91411,ACTIVE
630025943,QRS HOME CARE INC,HHA,SANTA FE SPRINGS,LOS ANGELES,0,33.88847601,-118.047048,90670,ACTIVE
630025945,US CENTRAL HOME HEALTH CARE INC,HHA,GLENDALE,LOS ANGELES,0,34.136055,-118.2582675,91204,ACTIVE
630025946,"ULTRA HEALTH SERVICES, INC.",HHA,VALLEY VILLAGE,LOS ANGELES,0,34.168806,-118.405692,91607,ACTIVE
630025947,ENDLESS HELP HOME HEALTH,HHA,GLENDALE,LOS ANGELES,0,34.14063394,-118.2577916,91204,ACTIVE
630025948,"BLUE HORIZON PK, INC.",HHA,BURBANK,LOS ANGELES,0,34.208822,-118.343197,91504,ACTIVE
630025949,HELP FOR EVERYONE HOME HEALTH,HHA,BURBANK,LOS ANGELES,0,34.1762902,-118.3210209,91506,ACTIVE
630025954,LEO HOME HEALTH INC,HHA,VAN NUYS,LOS ANGELES,0,34.187787,-118.4484465,91401,ACTIVE
630025955,HOMEBRIDGE HOME HEALTH INC,HHA,UPLAND,SAN BERNARDINO,0,34.101045,-117.669087,91786,ACTIVE
630025956,DEL NORTE DENTAL VAN,COMTYC,CRESCENT CITY,DEL NORTE,0,41.77328602,-124.198922,95531,ACTIVE
630025957,"BROADVIEW HOME HEALTH, INC.",HHA,GLENDALE,LOS ANGELES,0,34.148376,-118.2492,91206,ACTIVE
630025959,HAPPY HEARTS HOME HEALTHCARE INC,HHA,TARZANA,LOS ANGELES,0,34.171938,-118.5335775,91356,ACTIVE
630025960,COMFORT CARE ALLIANCE HEALTH PROVIDERS,HHA,FOUNTAIN VALLEY,ORANGE,0,33.715728,-117.962469,92708,ACTIVE
630025961,ST CATHERINE HEALTH CARE PROVIDERS,HHA,FOUNTAIN VALLEY,ORANGE,0,33.715728,-117.962469,92708,ACTIVE
630025963,TRIANGLE HOME HEALTH,HHA,MONTROSE,LOS ANGELES,0,34.207974,-118.2350565,91020,ACTIVE
630025964,EMPATHY CARE HOME HEALTH LLC,HHA,GLENDALE,LOS ANGELES,0,34.14197409,-118.2579126,91204,ACTIVE
630025965,SAVIDEA HHC INC,HHA,LOS ANGELES,LOS ANGELES,0,34.123869,-118.2682755,90039,ACTIVE
630025967,BLAZING HOME HEALTH CARE INC,HHA,VAN NUYS,LOS ANGELES,0,34.193421,-118.448451,91405,ACTIVE
630025968,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,COMTYC,KINGSBURG,FRESNO,0,36.513729,-119.554857,93631,ACTIVE
630025970,SMILE AT THOMPSON,COMTYC,ORANGE,ORANGE,0,33.786306,-117.86751,92868,ACTIVE
630025973,J&N HOME CARE INC,HHA,SHERMAN OAKS,LOS ANGELES,0,34.163874,-118.4488965,91403,ACTIVE
630025974,"ARVA HOMEHEALTH CARE, INC",HHA,SIMI VALLEY,VENTURA,0,34.272918,-118.7126955,93063,ACTIVE
630025975,"VAS HOMEHEALTH CARE, INC",HHA,SIMI VALLEY,VENTURA,0,34.272612,-118.71252,93063,ACTIVE
630025976,EXPLORER HOME HEALTH,HHA,NORTHRIDGE,LOS ANGELES,0,34.232922,-118.535886,91324,ACTIVE
630025978,FAIR CHOICE HEALTHCARE,HHA,ENCINO,LOS ANGELES,0,34.163073,-118.5198165,91316,ACTIVE
630025981,DAHLIA HOME HEALTH CARE INC.,HHA,MONTROSE,LOS ANGELES,0,34.207974,-118.2350565,91020,ACTIVE
630025982,KAMILLIA HOME HEALTH INC.,HHA,MONTROSE,LOS ANGELES,0,34.207974,-118.2350565,91020,ACTIVE
630025983,CAREUP HOME HEALTH INC,HHA,ENCINO,LOS ANGELES,0,34.162074,-118.5158205,91316,ACTIVE
630025985,"KAPPA HHC, INC",HHA,LOS ANGELES,LOS ANGELES,0,34.065801,-118.459665,90049,ACTIVE
630025986,"HARVARD HOME HEALTH, INC",HHA,GLENDALE,LOS ANGELES,0,34.144785,-118.2505995,91205,ACTIVE
630025987,ST ALBERT HOME HEALTH,HHA,VAN NUYS,LOS ANGELES,0,34.185816,-118.4503365,91411,ACTIVE
630025988,HOME HEALTH CARE PROS INC,HHA,BURBANK,LOS ANGELES,0,34.200252,-118.3272705,91504,ACTIVE
630025989,ST ANUSHKA HOME HEALTH,HHA,VAN NUYS,LOS ANGELES,0,34.185816,-118.4503365,91411,ACTIVE
630025992,COALINGA REGIONAL MEDICAL CENTER RHC,RHC/OP,COALINGA,FRESNO,0,36.15156691,-120.3409733,93210,ACTIVE
630025993,"HEALTH CARE PROVIDER SERVICES, INC.",HHA,SAN BERNARDINO,SAN BERNARDINO,0,34.13448,-117.290286,92405,ACTIVE
630025994,LG HOME HEALTH,HHA,VAN NUYS,LOS ANGELES,0,34.185816,-118.4503365,91411,ACTIVE
630025996,ADVENTIST HEALTH CLEARLAKE,RHC,CLEARLAKE,LAKE,0,38.950542,-122.625576,95422,ACTIVE
630025997,ADVENTIST HEALTH CLEARLAKE,RHC,LAKEPORT,LAKE,0,39.048741,-122.9217705,95453,ACTIVE
630025998,NEIGHBORHOOD HEALTHCARE-DOWNTOWN ESCONDIDO,COMTYC,ESCONDIDO,SAN DIEGO,0,33.125751,-117.0769365,92025,ACTIVE
630025999,"SAN YSIDRO HEALTH SOUTH BAY	PEDIATRICS",COMTYC,CHULA VISTA,SAN DIEGO,0,32.644746,-117.0804465,91910,ACTIVE
630026000,ASL HOME HEALTH CARE INC.,HHA,MISSION HILLS,LOS ANGELES,0,34.254252,-118.467851,91345,ACTIVE
630026001,PPLA - LYNWOOD HIGH SCHOOL,COMTYC,LYNWOOD,LOS ANGELES,0,33.91616836,-118.2044193,90262,ACTIVE
630026002,PPLA - MONTEBELLO HIGH SCHOOL,COMTYC,MONTEBELLO,LOS ANGELES,0,34.01523024,-118.1229327,90640,
630026003,PPLA - GARDENA HIGH SCHOOL,COMTYC,GARDENA,LOS ANGELES,0,33.866577,-118.2988575,90248,ACTIVE
630026005,"NIRVANA HOME HEALTH CARE, INC",HHA,VAN NUYS,LOS ANGELES,0,34.188849,-118.449882,91411,ACTIVE
630026007,ILLON HOME HEALTH INC,HHA,TARZANA,LOS ANGELES,0,34.171938,-118.5335775,91356,ACTIVE
630026008,"EMPATHY CARE HOME HEALTH, INC.",HHA,SANTA CLARITA,LOS ANGELES,0,34.414832,-118.46928,91351,ACTIVE
630026010,SALUD AT 64 ASPEN WAY,COMTYC,WATSONVILLE,SANTA CRUZ,0,36.930969,-121.779756,95076,ACTIVE
630026015,ADVANCE LIFE HOME HEALTH INC,HHA,PANORAMA CITY,LOS ANGELES,0,34.219854,-118.45017,91402,ACTIVE
630026017,UCLA HOMELESS HEALTHCARE COLLABORATIVE,COMTYC,SANTA MONICA,LOS ANGELES,0,34.025112,-118.471527,90404,ACTIVE
630026018,NORTHRIDGE MANOR,ICFDDN,NORTHRIDGE,LOS ANGELES,6,34.243011,-118.549485,91324,ACTIVE
630026019,CHATSWORTH HOME HEALTH,HHA,GRANADA HILLS,LOS ANGELES,0,34.264611,-118.5133995,91344,ACTIVE
630026020,HA HOME CARE INC,HHA,SUN VALLEY,LOS ANGELES,0,34.23033,-118.3675185,91352,ACTIVE
630026021,"COMPLETE CARE HOME HEALTH, INC",HHA,THOUSAND OAKS,VENTURA,0,34.216938,-118.8689175,91360,ACTIVE
630026022,HOMESIDE HOME HEALTH CARE,HHA,WOODLAND HILLS,LOS ANGELES,0,34.166295,-118.595097,91364,ACTIVE
630026026,CITY HHA INC.,HHA,VAN NUYS,LOS ANGELES,0,34.19138199,-118.449175,91405,ACTIVE
630026027,G AND K HOME CARE INC.,HHA,LAKE BALBOA,LOS ANGELES,0,34.19351501,-118.491429,91406,ACTIVE
630026028,HEALTHFLEX HOME HEALTH SERVICES,HHA,FAIRFIELD,SOLANO,0,38.221407,-122.14026,94534,ACTIVE
630026030,ONE VISION HOME HEALTH LLC,HHA,LONG BEACH,LOS ANGELES,0,33.834852,-118.1898,90807,ACTIVE
630026031,"GOODLIFE HHA, INC.",HHA,CANOGA PARK,LOS ANGELES,0,34.200855,-118.5898815,91303,ACTIVE
630026032,SUNNY DAY HOME HEALTH INC,HHA,ENCINO,LOS ANGELES,0,34.162074,-118.5158205,91316,ACTIVE
630026033,ELITE SURGERY CENTER OF SOUTH BAY,ASC,TORRANCE,LOS ANGELES,0,33.844176,-118.3533885,90503,
630026034,CARE WITH US HOME HEALTH INC,HHA,MISSION HILLS,LOS ANGELES,0,34.254252,-118.467851,91345,ACTIVE
630026035,VALLEY CARE HEALTHCARE SERVICES INC,HHA,MISSION HILLS,LOS ANGELES,0,34.254252,-118.467851,91345,ACTIVE
630026036,L&L HOME HEALTH CARE,HHA,STUDIO CITY,LOS ANGELES,0,34.139952,-118.3778775,91604,ACTIVE
630026039,LIAHONA HOME HEALTH AGENCY INC,HHA,ESCONDIDO,SAN DIEGO,0,33.112629,-117.095832,92025,ACTIVE
630026040,CARE & COMFORT HOME HEALTH INC,HHA,CANOGA PARK,LOS ANGELES,0,34.22217944,-118.6059431,91304,ACTIVE
630026041,ARX HOME HEALTH INC.,HHA,MADERA,MADERA,0,36.95307998,-120.060447,93637,ACTIVE
630026042,"HELPFUL HANDS HOME HEALTH, INC.",HHA,VAN NUYS,LOS ANGELES,0,34.188849,-118.449882,91411,ACTIVE
630026043,FIRST STEP HOME CARE LLC,HHA,NORTHRIDGE,LOS ANGELES,0,34.222563,-118.536291,91324,ACTIVE
630026046,"CARE QUEST HOME HEALTH, INC.",HHA,TARZANA,LOS ANGELES,0,34.171578,-118.5364845,91356,ACTIVE
630026047,HALO HOME HEALTH CARE INC,HHA,GLENDALE,LOS ANGELES,0,34.16880228,-118.2867635,91201,ACTIVE
630026048,NAUTILIUS HOMECARE,HHA,VAN NUYS,LOS ANGELES,0,34.185816,-118.4503365,91411,ACTIVE
630026049,"ANGELIC HOME HEALTH CARE, INC.",HHA,CANOGA PARK,LOS ANGELES,0,34.200738,-118.609983,91303,ACTIVE
630026050,GRATITUDE HOME HEALTH CARE INC.,HHA,GLENDALE,LOS ANGELES,0,34.16880228,-118.2867635,91201,ACTIVE
630026051,BEBU HOME HEALTH INC,HHA,INGLEWOOD,LOS ANGELES,0,33.97585576,-118.3577035,90302,ACTIVE
630026052,PEOPLE'S CHOICE HOME HEALTH CARE INC,HHA,VALLEY VILLAGE,LOS ANGELES,0,34.166961,-118.3967055,91607,ACTIVE
630026053,TOTAL CARE HEALTHCARE SERVICES INC,HHA,MISSION HILLS,LOS ANGELES,0,34.254252,-118.467851,91345,ACTIVE
630026054,ONE DAY HOME HEALTH CARE INC.,HHA,MISSION HILLS,LOS ANGELES,0,34.254252,-118.467851,91345,ACTIVE
630026055,ALL LIFE HOME HEALTH INC.,HHA,NORTHRIDGE,LOS ANGELES,0,34.234578,-118.536345,91324,ACTIVE
630026056,"ADVANCED SURGICAL GROUP, INC.",ASC,ROCKLIN,PLACER,0,38.805651,-121.2746265,95765,
630026057,"BENOM HOME HEALTH CARE, INC.",HHA,VAN NUYS,LOS ANGELES,0,34.188849,-118.449882,91411,ACTIVE
630026058,ETERNAL HOME HEALTH CARE INC.,HHA,LA CRESCENTA,LOS ANGELES,0,34.221042,-118.235421,91214,ACTIVE
630026059,"REIGN HOME HEALTH CARE, INC.",HHA,GLENDALE,LOS ANGELES,0,34.16931,-118.2288285,91208,ACTIVE
630026060,"KIND HANDS HOME HEALTH CARE, INC",HHA,TARZANA,LOS ANGELES,0,34.17231198,-118.561309,91356,ACTIVE
630026061,RELIEVE HOME HEALTH INC.,HHA,PASADENA,LOS ANGELES,0,34.168896,-118.1120175,91104,ACTIVE
630026062,AMIRA HOME HEALTH CARE INC.,HHA,SHERMAN OAKS,LOS ANGELES,0,34.157907,-118.431612,91423,ACTIVE
630026063,"CALI MED HOME HEALTH, INC.",HHA,VAN NUYS,LOS ANGELES,0,34.19793,-118.4489775,91405,ACTIVE
630026064,ACAI HOME HEALTH CARE,HHA,ENCINO,LOS ANGELES,0,34.155045,-118.475622,91436,ACTIVE
630026067,"GHC CARING SERVICES, INC",HHA,GLENDALE,LOS ANGELES,0,34.144785,-118.2505995,91205,ACTIVE
630026068,LIVING WATER HOME HEALTH CORPORATION,HHA,PASADENA,LOS ANGELES,0,34.15000401,-118.145566,91101,ACTIVE
630026071,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,COMTYC,HANFORD,KINGS,0,36.32274,-119.66976,93230,ACTIVE
630026072,WCU HOME HEALTH CARE,HHA,TORRANCE,LOS ANGELES,0,33.806178,-118.3535145,90505,ACTIVE
630026073,RIDGEVIEW SKILLED NURSING FACILITY,SNF,SAN DIEGO,SAN DIEGO,45,32.9015125,-117.0890072,92131,ACTIVE
630026074,NESSA HOME HEALTH CARE INC.,HHA,TARZANA,LOS ANGELES,0,34.167618,-118.532376,91356,ACTIVE
630026075,"COMMUNITY CARE HOME HEALTH, INC.",HHA,GLENDALE,LOS ANGELES,0,34.146576,-118.252953,91205,ACTIVE
630026076,FAMILY CARE,HHA,VAN NUYS,LOS ANGELES,0,34.185915,-118.448451,91401,ACTIVE
630026077,ELLITE HOME HEALTH INC.,HHA,ARLETA,LOS ANGELES,0,34.23240901,-118.438497,91331,ACTIVE
630026078,GRACEFUL HELPING HOME HEALTH CARE,HHA,ENCINO,LOS ANGELES,0,34.155045,-118.475622,91436,ACTIVE
630026081,YOUR BEST CARE HOME HEALTH,HHA,GLENDALE,LOS ANGELES,0,34.1316,-118.2625245,91204,ACTIVE
630026082,A.L CARE CORP,HHA,VAN NUYS,LOS ANGELES,0,34.185915,-118.448451,91401,ACTIVE
630026084,"NEW CENTRAL HOME HEALTH, INC.",HHA,GLENDALE,LOS ANGELES,0,34.136055,-118.2582675,91204,ACTIVE
630026087,SYNERGY HOME HEALTH SERVICES,HHA,ANAHEIM,ORANGE,0,33.80193001,-117.962815,92804,ACTIVE
630026089,PRO-CARE HOME HEALTH,HHA,LOS ANGELES,LOS ANGELES,0,33.924501,-118.264851,90061,ACTIVE
630026090,FIRST LIGHT HEALTHCARE SERVICES,HHA,FOUNTAIN VALLEY,ORANGE,0,33.715728,-117.962469,92708,ACTIVE
630026092,WE THE BEST HOME HEALTH,HHA,SHERMAN OAKS,LOS ANGELES,0,34.15329,-118.4641245,91403,ACTIVE
630026094,"O2 HOME HEALTH CARE, INC",HHA,TARZANA,LOS ANGELES,0,34.17246,-118.5612255,91356,ACTIVE
630026096,POST CARE HOME HEALTH INC,HHA,GLENDALE,LOS ANGELES,0,34.142247,-118.260405,91204,ACTIVE
630026097,ENGEL HOME HEALTH INC,HHA,GLENDALE,LOS ANGELES,0,34.151958,-118.255491,91203,ACTIVE
630026098,"ATRIUM HOME HEALTH, LLC",HHA,BRENTWOOD,CONTRA COSTA,0,37.921527,-121.6976895,94513,ACTIVE
630026099,"COMMUNITY MEDICAL WELLNESS CENTERS, USA",COMTYC,LONG BEACH,LOS ANGELES,0,33.817014,-118.1083905,90808,ACTIVE
630026100,TENDER TOUCH HOME HEALTH SERVICES,HHA,NORTHRIDGE,LOS ANGELES,0,34.232922,-118.535886,91324,ACTIVE
630026101,ADVENT HEALTH HOME CARE SERVICES,HHA,NORTHRIDGE,LOS ANGELES,0,34.232922,-118.535886,91324,ACTIVE
630026102,SOLO HOME HEALTH CARE INC,HHA,GLENDALE,LOS ANGELES,0,34.12656175,-118.2595281,91204,ACTIVE
630026103,SPIKE HOME HEALTH CARE,HHA,BURBANK,LOS ANGELES,0,34.17323001,-118.355467,91505,ACTIVE
630026104,WESLEY HEALTH CENTERS - BELL GARDENS DENTAL,COMTYC,BELL GARDENS,LOS ANGELES,0,33.965181,-118.1520045,90201,ACTIVE
630026107,"AMERIBEST CARE HOME HEALTH, INC.",HHA,SHERMAN OAKS,LOS ANGELES,0,34.159167,-118.448496,91403,ACTIVE
630026108,SHINING GRACE HOME HEALTH INC.,HHA,NORTH HOLLYWOOD,LOS ANGELES,0,34.172298,-118.360845,91601,ACTIVE
630026109,MACT SONORA WOMEN'S HEALTH CENTER,COMTYC,SONORA,TUOLUMNE,0,37.987992,-120.3675705,95370,ACTIVE
630026110,MENDO LAKE WOMEN'S CLINIC,FREEC,CLEARLAKE,LAKE,0,38.961603,-122.6400435,95422,ACTIVE
630026111,BHS MOBILE HEALTH CENTER,COMTYC,POMONA,LOS ANGELES,0,34.060734,-117.7901865,91768,ACTIVE
630026112,BHS INTEGRATED CARE SERVICES,COMTYC,GARDENA,LOS ANGELES,0,33.88971662,-118.3265989,90249,ACTIVE
630026115,CLINICA ROMERO - MONTEBELLO,COMTYC,MONTEBELLO,LOS ANGELES,0,34.01847,-118.105128,90640,ACTIVE
630026117,"PARTNERS IN CARE HOME HEALTH, INC",HHA,PASADENA,LOS ANGELES,0,34.14654,-118.0981035,91107,ACTIVE
